,Timestamps,Temperature,Humidity,Pressure,Distance,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magnox,Magnoy,Magnoz
138,2022-01-11 01:30:10.066382,26.4,58.3,997.0,125.0,1.87,0.34,3.66,6.3,-1.61,4.83,-279.5,12.0,-387.38
139,2022-01-11 01:30:10.128878,26.4,58.3,997.0,123.0,1.87,0.34,3.66,5.39,-2.17,5.67,-283.0,15.0,-382.0
140,2022-01-11 01:30:10.191383,26.4,58.3,997.0,124.0,1.87,0.34,3.66,5.39,-2.17,5.67,-280.5,12.0,-386.88
141,2022-01-11 01:30:10.253905,26.6,58.6,997.0,122.0,1.87,0.34,3.65,3.57,-3.15,7.63,-287.75,9.75,-379.88
142,2022-01-11 01:30:10.316391,26.6,58.6,997.0,122.0,1.88,0.34,3.66,3.92,-4.2,6.79,-284.25,11.25,-395.0
143,2022-01-11 01:30:10.378894,26.6,58.5,997.0,122.0,1.88,0.34,3.66,4.2,-4.34,5.6,-288.25,16.75,-387.88
144,2022-01-11 01:30:10.425775,26.6,58.5,997.0,124.0,1.88,0.34,3.66,4.2,-4.34,5.6,-281.75,13.0,-392.13
145,2022-01-11 01:30:10.488295,26.5,58.5,997.0,123.0,1.87,0.34,3.66,5.25,-2.73,4.69,-281.5,15.0,-374.5
146,2022-01-11 01:30:10.549638,26.5,58.5,997.0,122.0,1.87,0.34,3.66,7.14,-0.42,4.48,-278.75,12.5,-391.13
147,2022-01-11 01:30:10.602578,26.5,58.5,997.0,124.0,1.87,0.35,3.66,14.42,4.83,4.69,-285.5,20.0,-404.63
148,2022-01-11 01:30:10.665085,26.5,58.3,997.0,123.0,1.87,0.35,3.66,14.42,4.83,4.69,-286.25,15.0,-388.63
149,2022-01-11 01:30:10.727585,26.5,58.3,997.0,122.0,1.86,0.35,3.67,18.55,8.05,4.69,-295.25,14.75,-388.75
150,2022-01-11 01:30:10.790076,26.6,58.6,997.0,122.0,1.86,0.36,3.67,16.52,6.37,4.34,-287.5,13.25,-388.75
151,2022-01-11 01:30:10.868228,26.6,58.6,997.0,122.0,1.85,0.37,3.67,11.83,3.36,4.06,-282.75,7.75,-403.75
152,2022-01-11 01:30:10.899475,26.6,58.5,997.0,123.0,1.85,0.37,3.67,11.83,3.36,4.06,-290.5,11.5,-389.63
153,2022-01-11 01:30:10.946359,26.6,58.5,997.0,121.0,1.85,0.37,3.67,10.29,3.01,3.99,-284.75,9.5,-398.13
154,2022-01-11 01:30:11.009072,26.6,58.5,997.0,123.0,1.84,0.37,3.67,8.54,1.19,4.2,-288.25,17.0,-385.13
155,2022-01-11 01:30:11.071583,26.5,58.8,997.0,122.0,1.85,0.38,3.67,8.54,-0.98,4.41,-281.25,17.5,-384.63
156,2022-01-11 01:30:11.133852,26.5,58.8,997.0,123.0,1.85,0.38,3.67,8.54,-0.98,4.41,-287.75,16.75,-382.75
157,2022-01-11 01:30:11.196349,26.6,58.4,997.0,122.0,1.84,0.38,3.68,8.26,-0.35,3.99,-284.0,14.75,-385.13
158,2022-01-11 01:30:11.258866,26.6,58.4,997.0,122.0,1.85,0.38,3.68,5.95,-1.96,4.62,-291.0,16.5,-387.0
159,2022-01-11 01:30:11.321374,26.6,58.4,997.0,122.0,1.84,0.38,3.68,4.69,-2.1,4.62,-286.75,17.0,-391.63
160,2022-01-11 01:30:11.368235,26.5,58.4,997.0,123.0,1.84,0.38,3.68,4.69,-2.1,4.62,-283.75,14.5,-398.63
161,2022-01-11 01:30:11.415445,26.5,58.4,997.0,123.0,1.84,0.38,3.68,5.18,-2.1,4.62,-290.5,13.25,-390.13
162,2022-01-11 01:30:11.493261,26.6,58.3,997.0,126.0,1.84,0.38,3.68,4.83,-2.17,4.83,-284.75,16.0,-385.75
163,2022-01-11 01:30:11.555766,26.6,58.3,997.0,123.0,1.84,0.38,3.68,4.62,-2.17,5.04,-284.5,13.5,-389.75
164,2022-01-11 01:30:11.602626,26.6,58.4,997.0,125.0,1.84,0.38,3.68,4.62,-2.17,5.04,-278.0,14.75,-390.75
165,2022-01-11 01:30:11.665130,26.6,58.4,997.0,125.0,1.84,0.38,3.68,4.34,-2.31,5.04,-295.75,12.75,-386.88
166,2022-01-11 01:30:11.727635,26.6,58.4,997.0,126.0,1.84,0.38,3.68,4.13,-2.24,4.62,-278.0,9.0,-389.38
167,2022-01-11 01:30:11.774523,26.5,58.4,997.0,124.0,1.84,0.38,3.68,4.13,-2.31,4.69,-282.75,15.25,-383.0
168,2022-01-11 01:30:11.837029,26.5,58.4,997.0,128.0,1.84,0.38,3.68,4.13,-2.31,4.69,-279.0,17.25,-375.63
169,2022-01-11 01:30:11.899520,26.6,58.5,997.0,124.0,1.84,0.38,3.68,4.62,-2.66,4.55,-281.0,19.0,-390.88
170,2022-01-11 01:30:11.962041,26.6,58.5,997.0,124.0,1.84,0.38,3.68,4.48,-2.52,4.69,-285.25,22.25,-391.5
171,2022-01-11 01:30:12.024539,26.6,58.5,997.0,124.0,1.84,0.38,3.68,4.48,-2.52,4.69,-287.0,21.0,-397.88
172,2022-01-11 01:30:12.071417,26.6,58.5,997.0,125.0,1.84,0.38,3.68,4.48,-2.52,4.69,-282.75,15.0,-385.25
173,2022-01-11 01:30:12.133909,26.6,58.5,997.0,123.0,1.84,0.38,3.67,4.62,-2.59,4.69,-286.75,17.75,-390.88
174,2022-01-11 01:30:12.196873,26.6,58.5,997.0,124.0,1.84,0.38,3.67,4.2,-2.66,4.69,-288.0,11.0,-380.13
175,2022-01-11 01:30:12.243662,26.6,58.5,997.0,124.0,1.84,0.38,3.67,4.2,-2.66,4.69,-281.25,16.75,-385.63
176,2022-01-11 01:30:12.305806,26.6,58.3,997.0,121.0,1.84,0.38,3.67,3.92,-2.38,4.83,-285.0,10.25,-389.13
177,2022-01-11 01:30:12.368317,26.6,58.3,997.0,123.0,1.84,0.38,3.67,4.2,-2.38,5.04,-286.25,11.5,-393.0
178,2022-01-11 01:30:12.431057,26.6,58.3,997.0,123.0,1.84,0.38,3.67,4.06,-2.52,4.83,-283.25,8.75,-374.75
179,2022-01-11 01:30:12.493326,26.6,58.6,997.0,127.0,1.84,0.38,3.67,4.06,-2.52,4.83,-281.25,15.75,-389.25
180,2022-01-11 01:30:12.555816,26.6,58.6,997.0,122.0,1.84,0.38,3.67,3.99,-2.38,4.83,-287.0,12.75,-385.13
181,2022-01-11 01:30:12.618326,26.5,58.4,997.0,124.0,1.84,0.38,3.67,3.85,-2.24,4.83,-278.5,18.0,-387.0
182,2022-01-11 01:30:12.680823,26.5,58.4,997.0,121.0,1.84,0.38,3.67,3.71,-2.31,4.76,-280.5,12.5,-397.38
183,2022-01-11 01:30:12.727708,26.6,58.4,997.0,124.0,1.84,0.38,3.67,3.71,-2.31,4.76,-284.75,13.75,-380.0
